,distance,plafond,duration,date
8,3,1181,0 days 00:35:12.000000000,2021-09-28
9,2,949,0 days 00:06:56.000000000,2021-09-28
10,2,950,0 days 00:07:31.000000000,2021-09-28
11,3,1672,0 days 01:50:55.000000000,2021-09-28
12,1,914,0 days 00:05:15.000000000,2021-09-27
13,1,953,0 days 00:08:20.000000000,2021-09-27
14,2,959,0 days 00:18:05.000000000,2021-09-27
15,4,1010,0 days 00:27:51.000000000,2021-09-27
16,3,949,0 days 00:09:46.000000000,2021-09-27
17,1,950,0 days 00:05:15.000000000,2021-09-27
18,2,952,0 days 00:06:56.000000000,2021-09-27
19,2,950,0 days 00:06:23.000000000,2021-09-27
0,2,949,0 days 00:07:56.000000000,2021-09-26
1,1,884,0 days 00:04:41.000000000,2021-09-26
2,3,951,0 days 00:11:28.000000000,2021-09-25
3,5,1160,0 days 00:59:02.000000000,2021-09-25
4,3,1016,0 days 00:24:28.000000000,2021-09-25
5,5,1442,0 days 00:38:01.000000000,2021-09-25
6,3,1222,0 days 00:32:56.000000000,2021-09-25
7,5,1218,0 days 01:12:32.000000000,2021-09-25
8,5,1070,0 days 00:23:54.000000000,2021-09-25
9,5,1148,0 days 00:26:09.000000000,2021-09-25
10,4,1056,0 days 00:26:08.000000000,2021-09-25
11,14,1773,0 days 01:13:37.000000000,2021-09-25
12,8,1134,0 days 00:51:00.000000000,2021-09-25
13,5,1084,0 days 00:48:09.000000000,2021-09-25
14,1,950,0 days 00:05:56.000000000,2021-09-25
15,2,952,0 days 00:09:46.000000000,2021-09-25
16,3,961,0 days 00:16:33.000000000,2021-09-25
17,2,945,0 days 00:10:20.000000000,2021-09-25
18,3,957,0 days 00:16:28.000000000,2021-09-24
19,4,1024,0 days 00:32:56.000000000,2021-09-24
0,4,1067,0 days 00:23:54.000000000,2021-09-24
1,0,955,0 days 00:01:18.000000000,2021-09-24
2,3,1158,0 days 00:38:01.000000000,2021-09-24
3,4,1097,0 days 01:14:12.000000000,2021-09-24
4,3,998,0 days 00:30:40.000000000,2021-09-24
5,4,1063,0 days 01:23:14.000000000,2021-09-24
6,4,1735,0 days 00:37:28.000000000,2021-09-24
7,7,1183,0 days 01:28:53.000000000,2021-09-24
8,5,1678,0 days 00:48:12.000000000,2021-09-24
9,8,1120,0 days 01:07:16.000000000,2021-09-24
10,10,1747,0 days 01:36:14.000000000,2021-09-24
11,5,1146,0 days 00:41:40.000000000,2021-09-24
12,11,1785,0 days 00:47:04.000000000,2021-09-24
13,7,1346,0 days 00:35:06.000000000,2021-09-24
14,3,1137,0 days 00:34:21.000000000,2021-09-24
15,4,1096,0 days 00:21:04.000000000,2021-09-24
16,8,1842,0 days 02:12:58.000000000,2021-09-24
17,5,1112,0 days 00:23:20.000000000,2021-09-24
18,18,1803,0 days 02:17:01.000000000,2021-09-24
19,9,1197,0 days 01:20:58.000000000,2021-09-24
0,8,1745,0 days 01:54:19.000000000,2021-09-24
1,4,1226,0 days 00:27:51.000000000,2021-09-24
2,4,1246,0 days 00:37:28.000000000,2021-09-24
3,5,1669,0 days 00:44:14.000000000,2021-09-24
4,1,1048,0 days 00:07:31.000000000,2021-09-24
5,4,1009,0 days 00:54:25.000000000,2021-09-24
6,3,962,0 days 00:19:43.000000000,2021-09-24
7,2,953,0 days 00:13:37.000000000,2021-09-24
8,2,960,0 days 00:07:31.000000000,2021-09-24
9,1,941,0 days 00:06:23.000000000,2021-09-23
10,1,907,0 days 00:05:49.000000000,2021-09-23
11,3,1105,0 days 00:26:09.000000000,2021-09-23
12,2,990,0 days 00:23:09.000000000,2021-09-23
13,3,1058,0 days 00:42:33.000000000,2021-09-23
14,6,1163,0 days 01:11:19.000000000,2021-09-23
15,7,1358,0 days 01:53:45.000000000,2021-09-23
16,2,1124,0 days 00:18:15.000000000,2021-09-23
17,5,1122,0 days 00:27:17.000000000,2021-09-23
18,6,1339,0 days 00:47:04.000000000,2021-09-23
19,4,1272,0 days 01:17:01.000000000,2021-09-23
0,4,1074,0 days 00:35:46.000000000,2021-09-23
1,3,1192,0 days 00:16:33.000000000,2021-09-23
2,7,1413,0 days 01:08:53.000000000,2021-09-23
3,4,1138,0 days 01:17:49.000000000,2021-09-23
4,14,1714,0 days 01:21:32.000000000,2021-09-23
5,4,1093,0 days 00:28:15.000000000,2021-09-23
6,5,1268,0 days 00:46:00.000000000,2021-09-23
7,4,1037,0 days 00:22:12.000000000,2021-09-23
8,3,1647,0 days 01:54:53.000000000,2021-09-23
9,9,1247,0 days 00:34:45.000000000,2021-09-22
10,3,1104,0 days 01:06:17.000000000,2021-09-22
11,4,1008,0 days 00:41:59.000000000,2021-09-22
12,12,1362,0 days 00:49:19.000000000,2021-09-22
13,16,1481,0 days 01:58:10.000000000,2021-09-22
14,2,946,0 days 00:06:43.000000000,2021-09-22
15,2,937,0 days 00:06:23.000000000,2021-09-22
16,1,967,0 days 00:06:18.000000000,2021-09-22
17,3,1064,0 days 00:16:33.000000000,2021-09-21
18,3,1222,0 days 00:18:54.000000000,2021-09-21
19,2,982,0 days 00:18:48.000000000,2021-09-21
0,4,1098,0 days 00:36:23.000000000,2021-09-18
1,4,1094,0 days 00:31:15.000000000,2021-09-18
2,3,1037,0 days 00:31:15.000000000,2021-09-18
3,5,1046,0 days 00:39:13.000000000,2021-09-18
4,7,1085,0 days 00:47:54.000000000,2021-09-18
5,4,1029,0 days 01:08:04.000000000,2021-09-18
6,3,981,0 days 00:18:15.000000000,2021-09-18
7,4,986,0 days 00:22:46.000000000,2021-09-18
8,9,1081,0 days 02:06:45.000000000,2021-09-18
9,6,1120,0 days 00:35:09.000000000,2021-09-18
10,4,1067,0 days 00:52:09.000000000,2021-09-18
11,10,1104,0 days 01:03:12.000000000,2021-09-18
12,12,1896,0 days 01:39:37.000000000,2021-09-18
13,3,963,0 days 00:17:41.000000000,2021-09-18
14,8,1334,0 days 00:44:48.000000000,2021-09-18
15,4,1120,0 days 01:02:53.000000000,2021-09-18
16,17,1603,0 days 00:52:09.000000000,2021-09-18
17,34,1872,0 days 02:15:47.000000000,2021-09-18
18,4,1588,0 days 00:42:33.000000000,2021-09-18
19,4,1119,0 days 00:27:51.000000000,2021-09-18
0,9,1601,0 days 01:36:14.000000000,2021-09-18
1,25,1687,0 days 02:44:03.000000000,2021-09-18
2,26,1738,0 days 02:36:42.000000000,2021-09-18
3,28,1623,0 days 02:02:14.000000000,2021-09-18
4,4,1083,0 days 00:25:49.000000000,2021-09-18
5,3,962,0 days 00:08:04.000000000,2021-09-18
6,35,1818,0 days 03:22:00.000000000,2021-09-18
7,3,953,0 days 00:10:20.000000000,2021-09-18
8,2,953,0 days 00:08:38.000000000,2021-09-18
9,16,1650,0 days 01:02:20.000000000,2021-09-17
10,0,953,0 days 00:01:51.000000000,2021-09-17
11,6,1274,0 days 01:37:56.000000000,2021-09-17
12,3,1216,0 days 00:18:05.000000000,2021-09-17
13,10,1582,0 days 01:09:40.000000000,2021-09-17
14,8,1614,0 days 01:21:32.000000000,2021-09-17
15,15,1635,0 days 01:37:22.000000000,2021-09-17
16,25,1808,0 days 01:33:40.000000000,2021-09-17
17,6,1159,0 days 00:34:20.000000000,2021-09-17
18,27,1621,0 days 01:56:35.000000000,2021-09-17
19,26,1624,0 days 02:02:07.000000000,2021-09-17
0,16,1778,0 days 02:07:53.000000000,2021-09-17
1,17,1522,0 days 01:31:57.000000000,2021-09-17
2,15,1625,0 days 02:32:18.000000000,2021-09-17
3,24,1608,0 days 02:28:13.000000000,2021-09-17
4,16,1702,0 days 02:16:55.000000000,2021-09-17
5,11,1408,0 days 00:59:30.000000000,2021-09-17
6,4,1188,0 days 00:25:48.000000000,2021-09-17
7,3,978,0 days 00:24:28.000000000,2021-09-17
8,2,948,0 days 00:10:54.000000000,2021-09-17
9,2,947,0 days 00:05:49.000000000,2021-09-17
10,1,948,0 days 00:09:12.000000000,2021-09-16
11,1,943,0 days 00:05:49.000000000,2021-09-14
12,2,946,0 days 00:05:15.000000000,2021-09-13
13,2,938,0 days 00:07:31.000000000,2021-09-13
14,2,945,0 days 00:09:46.000000000,2021-09-13
15,2,942,0 days 00:09:12.000000000,2021-09-13
16,10,1833,0 days 01:18:43.000000000,2021-09-13
17,14,1852,0 days 01:08:30.000000000,2021-09-13
18,9,1529,0 days 00:54:40.000000000,2021-09-13
19,14,1458,0 days 00:46:30.000000000,2021-09-13
0,13,2142,0 days 01:06:51.000000000,2021-09-13
1,14,1956,0 days 01:43:33.000000000,2021-09-13
2,16,2071,0 days 01:44:48.000000000,2021-09-13
3,15,2232,0 days 01:53:47.000000000,2021-09-13
4,23,2388,0 days 01:22:40.000000000,2021-09-13
5,4,1142,0 days 00:16:04.000000000,2021-09-13
6,20,2553,0 days 01:34:44.000000000,2021-09-13
7,17,2696,0 days 01:37:22.000000000,2021-09-13
8,9,1933,0 days 00:47:04.000000000,2021-09-13
9,16,2251,0 days 01:32:17.000000000,2021-09-13
10,3,957,0 days 00:10:54.000000000,2021-09-13
11,1,891,0 days 00:04:07.000000000,2021-09-13
12,1,953,0 days 00:04:07.000000000,2021-09-13
13,2,941,0 days 00:08:04.000000000,2021-09-13
14,2,936,0 days 00:10:22.000000000,2021-12-09
15,2,1017,0 days 00:14:02.000000000,2021-12-09
16,4,1074,0 days 00:36:54.000000000,2021-12-09
17,2,916,0 days 00:06:23.000000000,2021-12-09
18,1,944,0 days 00:05:49.000000000,2021-12-09
19,2,984,0 days 00:09:45.000000000,2021-12-09
0,2,1005,0 days 00:15:25.000000000,2021-12-09
1,5,1143,0 days 00:48:34.000000000,2021-12-09
2,15,1787,0 days 01:05:38.000000000,2021-12-09
3,5,1153,0 days 00:48:03.000000000,2021-12-09
4,7,1484,0 days 00:30:07.000000000,2021-12-09
5,5,1183,0 days 00:43:53.000000000,2021-12-09
6,4,1148,0 days 01:12:30.000000000,2021-12-09
7,3,1240,0 days 00:33:08.000000000,2021-12-09
8,19,2022,0 days 01:19:50.000000000,2021-12-09
9,5,1130,0 days 01:15:53.000000000,2021-12-09
10,17,1762,0 days 01:13:02.000000000,2021-12-09
11,38,2402,0 days 03:18:31.000000000,2021-12-09
12,34,2157,0 days 02:16:55.000000000,2021-12-09
13,26,2148,0 days 01:40:25.000000000,2021-12-09
14,30,2116,0 days 02:40:23.000000000,2021-12-09
15,18,2031,0 days 01:59:58.000000000,2021-12-09
16,24,1919,0 days 03:11:10.000000000,2021-12-09
17,52,2153,0 days 04:02:37.000000000,2021-12-09
18,1,1051,0 days 00:04:07.000000000,2021-12-09
19,44,2307,0 days 04:56:17.000000000,2021-12-09
0,4,1199,0 days 00:33:30.000000000,2021-12-09
1,4,1158,0 days 01:04:35.000000000,2021-12-09
2,21,1998,0 days 02:31:03.000000000,2021-12-09
3,30,2020,0 days 03:44:10.000000000,2021-12-09
4,10,1676,0 days 02:00:05.000000000,2021-12-09
5,5,1089,0 days 00:57:00.000000000,2021-12-09
6,10,1507,0 days 01:21:32.000000000,2021-12-09
7,9,1654,0 days 02:19:45.000000000,2021-12-09
8,2,992,0 days 00:09:12.000000000,2021-12-09
9,2,1020,0 days 00:26:09.000000000,2021-12-09
10,2,933,0 days 00:08:45.000000000,2021-12-09
11,5,1057,0 days 01:14:34.000000000,2021-12-09
12,0,965,0 days 00:02:25.000000000,2021-12-09
13,22,1902,0 days 02:41:47.000000000,2021-12-09
14,2,941,0 days 00:08:38.000000000,2021-12-09
15,3,1085,0 days 00:26:29.000000000,2021-12-09
16,2,948,0 days 00:05:06.000000000,2021-12-09
17,1,932,0 days 00:05:49.000000000,2021-12-09
18,13,690,0 days 00:17:41.000000000,2021-11-09
19,2,1049,0 days 00:18:30.000000000,2021-11-09
0,2,973,0 days 00:10:47.000000000,2021-11-09
1,3,1106,0 days 00:22:14.000000000,2021-11-09
2,3,1075,0 days 00:19:23.000000000,2021-11-09
3,4,1170,0 days 00:53:51.000000000,2021-11-09
4,2,1092,0 days 00:17:46.000000000,2021-11-09
5,6,1243,0 days 02:09:50.000000000,2021-11-09
6,5,1277,0 days 01:55:12.000000000,2021-11-09
7,18,1942,0 days 01:11:56.000000000,2021-11-09
8,22,1983,0 days 02:31:03.000000000,2021-11-09
9,5,1202,0 days 00:30:40.000000000,2021-11-09
10,3,1203,0 days 00:30:40.000000000,2021-11-09
11,8,1836,0 days 01:54:24.000000000,2021-11-09
12,12,1622,0 days 01:11:19.000000000,2021-11-09
13,17,1824,0 days 01:35:06.000000000,2021-11-09
14,15,1855,0 days 02:11:52.000000000,2021-11-09
15,23,1768,0 days 01:17:27.000000000,2021-11-09
16,22,1746,0 days 01:42:27.000000000,2021-11-09
17,30,2139,0 days 01:17:01.000000000,2021-11-09
18,35,1770,0 days 02:58:44.000000000,2021-11-09
19,20,1609,0 days 02:22:14.000000000,2021-11-09
0,42,1851,0 days 03:32:39.000000000,2021-11-09
1,9,1585,0 days 01:28:19.000000000,2021-11-09
2,6,1633,0 days 01:32:03.000000000,2021-11-09
3,2,1067,0 days 00:20:56.000000000,2021-11-09
4,3,1157,0 days 00:39:43.000000000,2021-11-09
5,1,982,0 days 00:05:54.000000000,2021-09-09
6,2,936,0 days 00:05:49.000000000,2021-09-09
7,2,949,0 days 00:05:49.000000000,2021-09-09
8,8,1036,0 days 00:54:59.000000000,2021-08-09
9,3,1060,0 days 01:13:37.000000000,2021-08-09
10,5,1219,0 days 01:04:35.000000000,2021-08-09
11,11,1969,0 days 01:20:38.000000000,2021-08-09
12,9,1868,0 days 00:45:22.000000000,2021-08-09
13,15,2167,0 days 01:22:06.000000000,2021-08-09
14,16,2110,0 days 01:21:32.000000000,2021-08-09
15,5,1055,0 days 00:26:37.000000000,2021-08-09
16,28,2019,0 days 01:23:31.000000000,2021-08-09
17,30,1932,0 days 02:28:47.000000000,2021-08-09
18,9,1769,0 days 00:30:40.000000000,2021-08-09
19,27,2453,0 days 03:25:25.000000000,2021-08-09
0,11,1917,0 days 01:52:03.000000000,2021-08-09
1,22,2432,0 days 01:56:26.000000000,2021-08-09
2,19,2267,0 days 01:55:39.000000000,2021-08-09
3,20,1847,0 days 02:33:49.000000000,2021-08-09
4,17,2380,0 days 02:44:37.000000000,2021-08-09
5,3,1153,0 days 00:23:54.000000000,2021-08-09
6,3,1037,0 days 00:17:41.000000000,2021-08-09
7,2,940,0 days 00:07:32.000000000,2021-08-09
8,2,945,0 days 00:17:17.000000000,2021-08-09
9,2,938,0 days 00:08:20.000000000,2021-08-09
10,1,952,0 days 00:03:33.000000000,2021-07-09
11,5,1040,0 days 00:21:38.000000000,2021-07-09
12,4,1233,0 days 00:43:07.000000000,2021-07-09
13,13,2455,0 days 01:52:03.000000000,2021-07-09
14,14,2223,0 days 02:05:37.000000000,2021-07-09
15,13,2450,0 days 01:07:25.000000000,2021-07-09
16,34,2464,0 days 02:55:21.000000000,2021-07-09
17,7,1169,0 days 02:58:10.000000000,2021-07-09
18,3,1073,0 days 00:46:01.000000000,2021-07-09
19,65,2674,0 days 04:04:18.000000000,2021-07-09
0,36,2336,0 days 03:45:05.000000000,2021-07-09
1,34,2316,0 days 04:17:01.000000000,2021-07-09
2,38,2474,0 days 02:47:26.000000000,2021-07-09
3,55,2752,0 days 04:05:59.000000000,2021-07-09
4,2,950,0 days 00:08:38.000000000,2021-07-09
5,3,1057,0 days 00:19:56.000000000,2021-07-09
6,5,1175,0 days 00:24:28.000000000,2021-07-09
7,3,992,0 days 00:25:02.000000000,2021-07-09
8,2,945,0 days 00:06:30.000000000,2021-07-09
9,2,944,0 days 00:07:31.000000000,2021-06-09
10,1,964,0 days 00:14:17.000000000,2021-06-09
11,2,1089,0 days 00:24:28.000000000,2021-06-09
12,3,1039,0 days 00:29:15.000000000,2021-06-09
13,16,1932,0 days 01:45:50.000000000,2021-06-09
14,4,1180,0 days 00:38:01.000000000,2021-06-09
15,17,2342,0 days 01:31:52.000000000,2021-06-09
16,15,2275,0 days 02:23:08.000000000,2021-06-09
17,39,2280,0 days 02:30:29.000000000,2021-06-09
18,45,2365,0 days 02:47:04.000000000,2021-06-09
19,9,2004,0 days 00:30:40.000000000,2021-06-09
0,23,2406,0 days 02:00:58.000000000,2021-06-09
1,33,2336,0 days 02:14:36.000000000,2021-06-09
2,9,1970,0 days 00:47:04.000000000,2021-06-09
3,7,1806,0 days 00:30:40.000000000,2021-06-09
4,12,2024,0 days 01:21:32.000000000,2021-06-09
5,46,2421,0 days 03:06:05.000000000,2021-06-09
6,8,1899,0 days 01:00:04.000000000,2021-06-09
7,24,1967,0 days 02:10:42.000000000,2021-06-09
8,35,2221,0 days 04:35:23.000000000,2021-06-09
9,5,1199,0 days 00:27:51.000000000,2021-06-09
10,3,965,0 days 00:16:33.000000000,2021-06-09
11,1,947,0 days 00:05:49.000000000,2021-05-09
12,1,938,0 days 00:05:15.000000000,2021-05-09
13,7,1112,0 days 00:52:09.000000000,2021-05-09
14,11,1698,0 days 01:32:50.000000000,2021-05-09
15,17,2034,0 days 01:34:29.000000000,2021-05-09
16,2,1048,0 days 00:09:12.000000000,2021-05-09
17,5,1793,0 days 01:04:35.000000000,2021-05-09
18,9,1657,0 days 01:15:19.000000000,2021-05-09
19,16,1889,0 days 01:06:51.000000000,2021-05-09
0,15,1831,0 days 00:47:05.000000000,2021-05-09
1,3,1033,0 days 00:23:20.000000000,2021-05-09
2,7,1633,0 days 01:05:38.000000000,2021-05-09
3,27,2079,0 days 02:00:32.000000000,2021-05-09
4,9,1303,0 days 00:42:33.000000000,2021-05-09
5,6,1278,0 days 00:46:30.000000000,2021-05-09
6,6,1586,0 days 00:34:38.000000000,2021-05-09
7,28,2014,0 days 02:14:06.000000000,2021-05-09
8,51,2458,0 days 02:22:34.000000000,2021-05-09
9,10,1786,0 days 01:05:43.000000000,2021-05-09
10,6,1455,0 days 00:33:30.000000000,2021-05-09
11,8,1593,0 days 01:02:45.000000000,2021-05-09
12,3,1031,0 days 00:13:43.000000000,2021-05-09
13,1,931,0 days 00:07:07.000000000,2021-04-09
14,2,1127,0 days 00:24:28.000000000,2021-04-09
15,2,1038,0 days 00:26:09.000000000,2021-04-09
16,18,1844,0 days 01:22:40.000000000,2021-04-09
17,15,1693,0 days 00:55:04.000000000,2021-04-09
18,5,1363,0 days 00:44:14.000000000,2021-04-09
19,13,1634,0 days 01:08:27.000000000,2021-04-09
0,6,1555,0 days 01:11:22.000000000,2021-04-09
1,2,966,0 days 00:12:48.000000000,2021-04-09
2,3,966,0 days 00:22:12.000000000,2021-04-09
3,5,1158,0 days 01:28:19.000000000,2021-04-09
4,2,958,0 days 00:05:15.000000000,2021-03-09
5,2,940,0 days 00:07:31.000000000,2021-02-09
6,3,1001,0 days 00:24:28.000000000,2021-02-09
7,3,1035,0 days 00:30:40.000000000,2021-02-09
8,3,1029,0 days 00:12:02.000000000,2021-02-09
9,5,1197,0 days 01:01:12.000000000,2021-02-09
10,16,2251,0 days 01:53:49.000000000,2021-02-09
11,4,1131,0 days 01:13:46.000000000,2021-02-09
12,15,1784,0 days 01:34:53.000000000,2021-02-09
13,17,1757,0 days 02:05:37.000000000,2021-02-09
14,6,1145,0 days 01:47:32.000000000,2021-02-09
15,16,2208,0 days 01:37:56.000000000,2021-02-09
16,21,1664,0 days 03:01:36.000000000,2021-02-09
17,18,2013,0 days 01:31:42.000000000,2021-02-09
18,12,1670,0 days 01:18:43.000000000,2021-02-09
19,13,1736,0 days 01:49:48.000000000,2021-02-09
0,8,1247,0 days 01:23:48.000000000,2021-02-09
1,7,1637,0 days 01:10:14.000000000,2021-02-09
2,8,1103,0 days 01:23:48.000000000,2021-02-09
3,4,1156,0 days 01:05:43.000000000,2021-02-09
4,17,2271,0 days 03:03:52.000000000,2021-02-09
5,7,1522,0 days 01:12:30.000000000,2021-02-09
6,3,1013,0 days 00:16:52.000000000,2021-02-09
7,2,952,0 days 00:09:12.000000000,2021-02-09
8,3,948,0 days 00:17:41.000000000,2021-01-09
9,6,1265,0 days 00:50:28.000000000,2021-01-09
10,4,1145,0 days 00:53:51.000000000,2021-01-09
11,19,1991,0 days 01:29:27.000000000,2021-01-09
12,4,1526,0 days 00:57:06.000000000,2021-01-09
13,6,1137,0 days 00:24:59.000000000,2021-01-09
14,5,1217,0 days 00:19:23.000000000,2021-01-09
15,8,1457,0 days 00:49:53.000000000,2021-01-09
16,7,1489,0 days 00:48:12.000000000,2021-01-09
17,22,1855,0 days 03:11:51.000000000,2021-01-09
18,7,1433,0 days 00:52:50.000000000,2021-01-09
19,6,1327,0 days 00:39:09.000000000,2021-01-09
0,29,1977,0 days 01:40:45.000000000,2021-01-09
1,9,1385,0 days 00:35:46.000000000,2021-01-09
2,3,1144,0 days 00:34:38.000000000,2021-01-09
3,31,1871,0 days 04:27:57.000000000,2021-01-09
4,2,959,0 days 00:19:23.000000000,2021-01-09
5,2,948,0 days 00:12:01.000000000,2021-01-09
6,1,910,0 days 00:05:15.000000000,2021-01-09
7,2,950,0 days 00:08:04.000000000,2021-08-31
8,34,1978,0 days 02:15:14.000000000,2021-08-31
9,9,1261,0 days 01:00:04.000000000,2021-08-31
10,4,1250,0 days 00:43:40.000000000,2021-08-31
11,2,966,0 days 00:08:04.000000000,2021-08-31
12,4,1155,0 days 00:52:43.000000000,2021-08-31
13,2,952,0 days 00:08:38.000000000,2021-08-31
14,2,944,0 days 00:06:56.000000000,2021-08-31
15,2,946,0 days 00:07:31.000000000,2021-08-31
16,12,1924,0 days 02:13:54.000000000,2021-08-30
17,23,1659,0 days 01:33:58.000000000,2021-08-30
18,7,1605,0 days 00:31:15.000000000,2021-08-30
19,6,1659,0 days 00:47:04.000000000,2021-08-30
0,3,1106,0 days 00:19:19.000000000,2021-08-30
1,5,1475,0 days 00:31:15.000000000,2021-08-30
2,20,1867,0 days 01:28:19.000000000,2021-08-30
3,14,1693,0 days 01:24:22.000000000,2021-08-30
4,9,1770,0 days 01:52:03.000000000,2021-08-30
5,6,1422,0 days 00:23:54.000000000,2021-08-30
6,3,1289,0 days 00:31:06.000000000,2021-08-30
7,4,1256,0 days 00:35:58.000000000,2021-08-30
8,4,1560,0 days 01:04:35.000000000,2021-08-30
9,8,1547,0 days 02:07:19.000000000,2021-08-30
10,2,1088,0 days 00:18:48.000000000,2021-08-30
11,2,999,0 days 00:15:18.000000000,2021-08-30
12,3,1080,0 days 00:31:15.000000000,2021-08-30
13,1,947,0 days 00:09:12.000000000,2021-08-30
14,2,947,0 days 00:29:33.000000000,2021-08-30
15,2,952,0 days 00:06:56.000000000,2021-08-30
16,1,1001,0 days 00:06:56.000000000,2021-08-30
17,2,954,0 days 00:08:04.000000000,2021-08-30
18,1,953,0 days 00:06:56.000000000,2021-08-29
19,10,1837,0 days 00:45:07.000000000,2021-08-29
0,3,952,0 days 00:11:28.000000000,2021-08-29
1,35,2221,0 days 01:57:08.000000000,2021-08-29
2,9,1817,0 days 00:56:36.000000000,2021-08-29
3,19,2153,0 days 02:23:08.000000000,2021-08-29
4,11,1835,0 days 00:50:28.000000000,2021-08-29
5,20,1932,0 days 01:10:31.000000000,2021-08-29
6,16,1831,0 days 01:15:12.000000000,2021-08-29
7,4,1268,0 days 00:25:37.000000000,2021-08-29
8,4,1051,0 days 00:24:11.000000000,2021-08-29
9,2,1238,0 days 00:27:51.000000000,2021-08-29
10,7,1218,0 days 00:45:43.000000000,2021-08-29
11,2,933,0 days 00:07:32.000000000,2021-08-29
12,1,954,0 days 00:05:49.000000000,2021-08-29
13,2,945,0 days 00:09:46.000000000,2021-08-29
14,1,878,0 days 00:05:30.000000000,2021-08-29
15,2,939,0 days 00:06:23.000000000,2021-08-29
16,2,961,0 days 00:10:47.000000000,2021-08-28
17,2,944,0 days 00:09:58.000000000,2021-08-28
18,1,942,0 days 00:05:49.000000000,2021-08-28
19,1,946,0 days 00:07:07.000000000,2021-08-28
0,1,954,0 days 00:07:31.000000000,2021-08-28
1,2,950,0 days 00:06:56.000000000,2021-08-28
2,2,960,0 days 00:13:43.000000000,2021-08-28
3,2,943,0 days 00:09:12.000000000,2021-08-28
4,2,1019,0 days 00:11:11.000000000,2021-08-27
5,4,1160,0 days 00:28:20.000000000,2021-08-27
6,5,1260,0 days 00:25:02.000000000,2021-08-27
7,8,1721,0 days 00:48:10.000000000,2021-08-27
8,3,1063,0 days 00:17:07.000000000,2021-08-27
9,10,1344,0 days 00:52:43.000000000,2021-08-27
10,2,1124,0 days 00:17:07.000000000,2021-08-27
11,4,1205,0 days 00:37:36.000000000,2021-08-27
12,2,1147,0 days 00:27:17.000000000,2021-08-27
13,3,948,0 days 00:13:43.000000000,2021-08-27
14,2,955,0 days 00:06:56.000000000,2021-08-27
15,2,1089,0 days 00:19:23.000000000,2021-08-26
16,18,1602,0 days 00:57:14.000000000,2021-08-26
17,15,1663,0 days 02:15:47.000000000,2021-08-26
18,6,1583,0 days 00:23:20.000000000,2021-08-26
19,13,1780,0 days 01:18:09.000000000,2021-08-26
0,6,1549,0 days 00:41:15.000000000,2021-08-26
1,7,1816,0 days 01:22:40.000000000,2021-08-26
2,20,1663,0 days 01:35:42.000000000,2021-08-26
3,11,1581,0 days 00:41:25.000000000,2021-08-26
4,8,1724,0 days 01:03:24.000000000,2021-08-26
5,34,1846,0 days 01:45:50.000000000,2021-08-26
6,12,1855,0 days 01:30:01.000000000,2021-08-26
7,10,1670,0 days 01:31:42.000000000,2021-08-26
8,6,1556,0 days 00:39:09.000000000,2021-08-26
9,6,1325,0 days 00:28:52.000000000,2021-08-26
10,14,1841,0 days 01:48:40.000000000,2021-08-26
